group,detector,variant,case,AP,AP50,AP75,AP_delta_no_adapt,AP50_delta_no_adapt,AP75_delta_no_adapt,AP_delta_global_generic,AP50_delta_global_generic,AP75_delta_global_generic,AP_delta_det_pseudo,AP50_delta_det_pseudo,AP75_delta_det_pseudo
aggregate,source,global_generic,contrast_s2,26.76258250825082,65.79001650165017,7.013201320132012,0.0,0.0,0.0,0.0,0.0,0.0,3.341584158415839,0.0,0.0
aggregate,source,global_generic,color_cast_s1,22.84080908090809,38.23632363236323,23.59735973597359,1.925792579257929,2.8402840284028397,0.0,0.0,0.0,0.0,-1.134438443844385,1.3963896389638908,-1.051980198019803
aggregate,source,global_generic,color_cast_s2,19.577793493635077,35.67892503536068,22.896039603960396,-0.30174446016029977,-0.3771805752003865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aggregate,source,global_generic,clean_s0,22.911716171617158,34.20792079207921,27.103960396039607,-0.9262926292629314,-0.9680968096809739,-1.7601760176017611,0.0,0.0,0.0,-0.5385038503850414,-2.9207920792079234,-1.7601760176017611
aggregate,source,det_pseudo,gamma_s1,21.74054905490549,35.956345634563455,18.47772277227723,-1.7784278427842777,-0.09563456345634824,-7.17409240924092,-1.6384388438843878,-0.212521252125214,-5.680693069306927,0.0,0.0,0.0
aggregate,source,det_pseudo,gamma_s2,21.059668466846684,36.13236323632363,17.636138613861384,0.5514926492649258,0.0,1.0519801980198,1.5533957241878031,-0.6620854393131703,-0.2427646610814932,0.0,0.0,0.0
aggregate,source,det_pseudo,contrast_s1,19.48196605374823,30.419024045261665,27.103960396039607,-3.7326732673267276,-17.549504950495056,8.16831683168317,-2.7227722772277225,-12.5,8.16831683168317,0.0,0.0,0.0
aggregate,source,det_pseudo,contrast_s2,23.42099834983498,65.79001650165017,7.013201320132012,-3.341584158415839,0.0,0.0,-3.341584158415839,0.0,0.0,0.0,0.0,0.0
aggregate,source,det_pseudo,color_cast_s1,23.975247524752476,36.83993399339934,24.649339933993396,3.0602310231023138,1.4438943894389489,1.051980198019803,1.134438443844385,-1.3963896389638908,1.051980198019803,0.0,0.0,0.0
aggregate,source,det_pseudo,color_cast_s2,19.577793493635077,35.67892503536068,22.896039603960396,-0.30174446016029977,-0.3771805752003865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aggregate,source,det_pseudo,clean_s0,23.4502200220022,37.12871287128713,28.86413641364137,-0.38778877887789,1.9526952695269495,0.0,0.5385038503850414,2.9207920792079234,1.7601760176017611,0.0,0.0,0.0
aggregate,source,det_pseudo_clip_radius,gamma_s1,22.31158115811581,35.956345634563455,18.36933693369337,-1.2073957395739576,-0.09563456345634824,-7.2824782478247805,-1.067406740674068,-0.212521252125214,-5.789078907890788,0.5710321032103199,0.0,-0.10838583858386042
aggregate,source,det_pseudo_clip_radius,gamma_s2,21.094734473447346,36.13236323632363,17.986798679867984,0.5865586558655878,0.0,1.4026402640264002,1.5884617307884652,-0.6620854393131703,0.10789540492510685,0.03506600660066195,0.0,0.35066006600660005
aggregate,source,det_pseudo_clip_radius,contrast_s1,20.281471004243283,35.46852899575672,27.103960396039607,-2.9331683168316776,-12.5,8.16831683168317,-1.923267326732672,-7.450495049504946,8.16831683168317,0.7995049504950502,5.049504950495054,0.0
aggregate,source,det_pseudo_clip_radius,contrast_s2,26.387317303158888,66.35431400282886,9.818481848184817,-0.37526520509193473,0.5642975011786788,2.8052805280528044,-0.37526520509193473,0.5642975011786788,2.8052805280528044,2.9663189533239045,0.5642975011786788,2.8052805280528044
aggregate,source,det_pseudo_clip_radius,color_cast_s1,23.13366336633663,36.83993399339934,24.649339933993396,2.2186468646864714,1.4438943894389489,1.051980198019803,0.29285428542854264,-1.3963896389638908,1.051980198019803,-0.8415841584158423,0.0,0.0
aggregate,source,det_pseudo_clip_radius,color_cast_s2,19.577793493635077,35.67892503536068,22.896039603960396,-0.30174446016029977,-0.3771805752003865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aggregate,source,det_pseudo_clip_radius,clean_s0,23.724028652865286,37.308730873087306,29.084158415841582,-0.11398014801480283,2.1327132713271304,0.22002200220021528,0.8123124812481286,3.1008100810081043,1.9801980198019764,0.27380863086308715,0.18001800180018068,0.22002200220021528
aggregate,target,no_adapt,gamma_s1,33.0515815867301,60.78677510608203,27.135838583858384,0.0,0.0,0.0,-0.40385853976771524,-0.1790341856782729,0.37841284128413144,-9.162812642218482,-0.2180265018983052,-11.907131327750713
aggregate,target,no_adapt,gamma_s2,33.556935237190125,59.514380009429516,27.04902197536827,0.0,0.0,0.0,-1.1260181421814341,-2.0780292314945714,0.7937178735295147,0.4058829066823477,0.06011315417255858,1.0240156285797442
aggregate,target,no_adapt,contrast_s1,42.34087090027684,57.29481739382729,39.10203520352035,0.0,0.0,0.0,0.13205249096338578,-0.8816595945308814,0.2917256011315428,-0.1800055005500567,-1.3325082508250818,0.0
