config,group,detector,macro_AP_delta_no_adapt,positive_conditions_no_adapt,clean_AP_delta_no_adapt,macro_AP_delta_full_hybrid,positive_conditions_full_hybrid,clean_AP_delta_full_hybrid
gradient_cosine_low_50,block_2,ssd,-4.191561397519061,0,0.0,0.0,0,0.0
gradient_cosine_low_75,aggregate,source,-0.013012461960479801,2,-0.8415841584158396,0.3223822382238219,2,-0.7276040104010367
gradient_cosine_low_75,aggregate,target,1.8966171976160775,3,-0.4084158415841588,0.08854051507041678,1,-0.06797410510281376
gradient_cosine_low_75,aggregate,ssd,-2.095871455853852,1,0.0,0.09312807220571706,2,0.1649755546274223
gradient_cosine_low_75,block_1,source,0.15455563413484158,2,0.0,0.6480599187738328,2,-1.4552080208020817
gradient_cosine_low_75,block_1,target,0.04392566365273576,3,0.0,0.17701391620113918,1,-0.1396961558504023
gradient_cosine_low_75,block_1,ssd,-0.00018151418864035865,2,0.0,0.1862561444114339,2,0.329951109254846
gradient_cosine_low_75,block_2,source,-0.17739273927392704,1,-1.6831683168316847,0.0,0,0.0
gradient_cosine_low_75,block_2,target,3.7499999999999987,1,-0.8168316831683176,0.0,0,0.0
gradient_cosine_low_75,block_2,ssd,-4.191561397519061,0,0.0,0.0,0,0.0
pseudo_loss_high_25,aggregate,source,-0.21190869086908556,0,0.0,0.12348600931521615,3,0.11398014801480283
pseudo_loss_high_25,aggregate,target,1.780645074835376,1,0.0,-0.027431607710284855,1,0.340441736481345
pseudo_loss_high_25,aggregate,ssd,-0.03743369324401095,0,0.0,2.151565834815558,4,0.1649755546274223
pseudo_loss_high_25,block_1,source,-0.2422992299229927,0,0.0,0.2512050547159986,2,-1.4552080208020817
pseudo_loss_high_25,block_1,target,-0.18840271828714042,0,0.0,-0.05531446573873699,1,-0.1396961558504023
pseudo_loss_high_25,block_1,ssd,-0.07486738648802248,0,0.0,0.11157027211205177,2,0.329951109254846
pseudo_loss_high_25,block_2,source,-0.1815181518151817,0,0.0,-0.004125412541254647,1,1.6831683168316847
pseudo_loss_high_25,block_2,target,3.7499999999999987,1,0.0,0.0,0,0.8168316831683176
pseudo_loss_high_25,block_2,ssd,0.0,0,0.0,4.191561397519061,2,0.0
pseudo_loss_high_50,aggregate,source,0.22872465818010537,1,0.7276040104010395,0.5641193583644072,2,0.8415841584158423
pseudo_loss_high_50,aggregate,target,1.811706811961469,3,0.06797410510281376,0.003630129415808462,1,0.4084158415841588
pseudo_loss_high_50,aggregate,ssd,-2.1132560724904828,1,-0.1649755546274223,0.0757434555690865,3,0.0
pseudo_loss_high_50,block_1,source,-0.34288071664309333,0,1.4552080208020817,0.150623567995898,1,0.0
pseudo_loss_high_50,block_1,target,-0.12627924403495286,2,0.1396961558504023,0.006809008513450575,1,0.0
pseudo_loss_high_50,block_1,ssd,-0.06397089085555345,1,-0.329951109254846,0.1224667677445208,2,0.0
pseudo_loss_high_50,block_2,source,0.8003300330033002,1,0.0,0.9777227722772271,1,1.6831683168316847
pseudo_loss_high_50,block_2,target,3.7499999999999987,1,0.0,0.0,0,0.8168316831683176
pseudo_loss_high_50,block_2,ssd,-4.162541254125411,0,0.0,0.029020143393649705,1,0.0
pseudo_loss_high_75,aggregate,source,0.15346668595431118,2,0.7276040104010395,0.4888613861386129,1,0.8415841584158423
